名称,名称,关系
弗雷德·马拉泰斯塔,摩登时代,出演
汤米·钟,疯狂动物城,出演
奥尔索·马利亚·奎利尼,谍影重重,出演
伊莱·罗斯,无耻混蛋,出演
米歇尔·梅斯默,怦然心动,出演
李·斯特拉斯伯格,教父2,出演
西恩·潘,我是山姆,出演
胡丽叶塔·泽尔贝伯格,荒蛮故事,出演
笠智众,东京物语,出演
谷德昭,唐伯虎点秋香,出演
谷德昭,岁月神偷,出演
丹尼·德维托,飞越疯人院,出演
丹尼·德维托,大鱼,出演
苏菲·奥康内多,卢旺达饭店,出演
杨瑜珍,心迷宫,出演
海蒂·麦克丹尼尔,乱世佳人,出演
Marie-AnneFliegel,朗读者,出演
苑琼丹,唐伯虎点秋香,出演
苑琼丹,九品芝麻官,出演
詹姆斯·海登,美国往事,出演
苏珊·布洛马特,剪刀手爱德华,出演
丽莎·艾科恩,时空恋旅人,出演
威廉姆·西尔维斯特,2001太空漫游,出演
大卫·哈伯,断背山,出演
艾米丽·芭尔多尼,彗星来的那一夜,出演
莉娅·朱厄特,奇迹男孩,出演
亚尼·卡普,贫民窟的百万富翁,出演
泰伊·谢里丹,头号玩家,出演
杰瑞德·莱托,搏击俱乐部,出演
杰瑞德·莱托,达拉斯买家俱乐部,出演
杰瑞德·莱托,战争之王,出演
柚木凉香,东京教父,出演
史蒂夫·卡鲁瑟斯,音乐之声,出演
千禹熙,阳光姐妹淘,出演
恩尼奥·孔萨尔维,美丽人生,出演
乔治·埃尔德雷奇,惊魂记,出演
金燕玲,一一,出演
金燕玲,牯岭街少年杀人事件,出演
许鞍华,岁月神偷,出演
劳伦·斯卡法莉娅,彗星来的那一夜,出演
加斯通·莫辛,教父2,出演
斯蒂文·麦金托什,两杆大烟枪,出演
笹野高史,入殓师,出演
约书亚·麦圭尔,时空恋旅人,出演
约翰·迪·马吉欧,疯狂动物城,出演
约翰·迪·马吉欧,无敌破坏王,出演
二勇,阳光灿烂的日子,出演
迈克尔·诺里,幸福终点站,出演
尼德·巴蒂,玩具总动员3,出演
泰奥杜尔·卡雷-卡赛尼,放牛班的春天,出演
马克·阿米约,天使爱美丽,出演
卡拉·梅迪纳,寻梦环游记,出演
马修·比尔德,模仿游戏,出演
香川京子,东京物语,出演
拉里·布兰登伯格,肖申克的救赎,出演
杰森·贝特曼,疯狂动物城,出演
弗兰克·艾伯森,惊魂记,出演
肯尼斯·威尔什,燃情岁月,出演
上白石萌音,你的名字。,出演
马汀·麦格,时空恋旅人,出演
黄宗洛,活着,出演
布鲁斯·米切尔,摩登时代,出演
小野武彦,千与千寻,出演
罗伯特·威尔福特,哈利·波特与火焰杯,出演
杰克·瓦尔登,十二怒汉,出演
蓝洁瑛,大话西游之大圣娶亲,出演
蓝洁瑛,大话西游之月光宝盒,出演
蓝洁瑛,唐伯虎点秋香,出演
金素梅,喜宴,出演
本杰明·奥切恩格,幸福终点站,出演
弗兰克·达戈斯蒂诺,海边的曼彻斯特,出演
黄自强,末代皇帝,出演
郑肯,神偷奶爸,出演
王柏杰,少年派的奇幻漂流,出演
戴安·琳恩,头脑特工队,出演
庄益增,大佛普拉斯,出演
高山南,侧耳倾听,出演
高山南,魔女宅急便,出演
袁祥仁,功夫,出演
袁祥仁,新龙门客栈,出演
卡梅隆·布莱特,蝴蝶效应,出演
卡梅隆·罗德,指环王1：魔戒再现,出演
刘洵,九品芝麻官,出演
刘洵,新龙门客栈,出演
刘洵,青蛇,出演
蒂尔·施威格,无耻混蛋,出演
冀朝理,致命魔术,出演
艾莉丝·布拉加,上帝之城,出演
大卫·罗伯茨,黑客帝国3：矩阵革命,出演
大卫·罗伯茨,黑客帝国2：重装上阵,出演
吕齐,霸王别姬,出演
立木文彦,穿越时空的少女,出演
奥克塔维·索利斯,寻梦环游记,出演
广濑正一,七武士,出演
贾世忠,心迷宫,出演
佐佐木美结,小偷家族,出演
雅各布·特伦布莱,奇迹男孩,出演
雅各布·特伦布莱,房间,出演
埃利亚斯·穆巴里克,浪潮,出演
山下容莉枝,侧耳倾听,出演
亚布拉哈姆·本鲁比,超能陆战队,出演
路易·德·菲奈斯,虎口脱险,出演
安东尼·迈克尔·豪尔,蝙蝠侠：黑暗骑士,出演
安东尼·迈克尔·豪尔,剪刀手爱德华,出演
李·厄米,七宗罪,出演
神木隆之介,千与千寻,出演
神木隆之介,哈尔的移动城堡,出演
神木隆之介,借东西的小人阿莉埃蒂,出演
神木隆之介,你的名字。,出演
埃丽萨·莫鲁奇,西西里的美丽传说,出演
PaulWatson,海豚湾,出演
索纳利·萨查德夫,地球上的星星,出演
香川照之,鬼子来了,出演
香川照之,被嫌弃的松子的一生,出演
罗伯特·迈尔斯,美丽心灵,出演
拉斯洛·阿隆,穿条纹睡衣的男孩,出演
宝莲·高黛,摩登时代,出演
乔治·多克斯塔德,惊魂记,出演
克里斯蒂娜·度·瑞格,浪潮,出演
鲍勃·彼德森,飞屋环游记,出演
鲍勃·彼德森,怪兽电力公司,出演
埃瓦德妮·贝克,音乐之声,出演
维拉·迈尔斯,惊魂记,出演
保罗·布莱克维尔,时空恋旅人,出演
VirginiaCarroll,魂断蓝桥,出演
坦迪·牛顿,当幸福来敲门,出演
保罗·布赖特威尔,泰坦尼克号,出演
道格拉斯·席尔瓦,上帝之城,出演
SuElliot,哈利·波特与火焰杯,出演
狄龙,英雄本色,出演
英若诚,末代皇帝,出演
沃恩·泰勒,惊魂记,出演
卡琳娜·隆巴德,燃情岁月,出演
卡罗琳·古多尔,辛德勒的名单,出演
乔伊芙·拉文,当幸福来敲门,出演
约翰·沙拉恩,拯救大兵瑞恩,出演
爱河里花子,红辣椒,出演
爱河里花子,你看起来好像很好吃,出演
熊谷卓三,七武士,出演
罗里·金尼尔,模仿游戏,出演
杰克·巴农,模仿游戏,出演
萧炳林,花样年华,出演
夏木顺平,七武士,出演
安吉拉·卡特怀特,音乐之声,出演
香农·沃尔什,再次出发之纽约遇见你,出演
艾玛·托马斯,追随,出演
詹姆斯·厄尔·琼斯,狮子王,出演
玛德琳·雅各布松,一个叫欧维的男人决定去死,出演
罗伯特·德尼罗,教父2,出演
罗伯特·德尼罗,美国往事,出演
斯科特·安第斯,超能陆战队,出演
斯科特·安第斯,幸福终点站,出演
LydiaBlanco,幸福终点站,出演
广末凉子,入殓师,出演
大卫·奥哈拉,卢旺达饭店,出演
高桥努,告白,出演
榊原良子,风之谷,出演
吉莉安·普法夫,怦然心动,出演
艾伯特·德尔佩,爱在日落黄昏时,出演
路易·西霍尤斯,海豚湾,出演
安娜·李,音乐之声,出演
清水尚弥,告白,出演
法布里奇奥·范特,美丽心灵,出演
小马克·布恩,记忆碎片,出演
夏洛特·阿罗诺夫斯基,黑天鹅,出演
权泰元,素媛,出演
马诺·巴克什,小萝莉的猴神大叔,出演
丽塔·莫雷诺,雨中曲,出演
谷川清美,穿越时空的少女,出演
斯坦利·布莱斯通,摩登时代,出演
杰克·丘奇,断背山,出演
黛娅娜·欧特里,寻梦环游记,出演
派珀·佩拉博,致命魔术,出演
王晶,倩女幽魂,出演
树木希林,借东西的小人阿莉埃蒂,出演
树木希林,海街日记,出演
树木希林,小偷家族,出演
树木希林,步履不停,出演
乔治·马丁,这个杀手不太冷,出演
乔治·马丁,死亡诗社,出演
萨拉·米博·孙,网络谜踪,出演
诺亚·艾默里奇,楚门的世界,出演
莱昂纳多·斯巴拉格利亚,荒蛮故事,出演
詹妮弗·康纳利,美丽心灵,出演
詹妮弗·康纳利,美国往事,出演
詹妮弗·康纳利,血钻,出演
内藤刚志,千与千寻,出演
肖恩·安东尼·莫兰,阿凡达,出演
罗斯·格林,波西米亚狂想曲,出演
约翰·拉岑贝格,机器人总动员,出演
约翰·拉岑贝格,寻梦环游记,出演
约翰·拉岑贝格,飞屋环游记,出演
约翰·拉岑贝格,怪兽电力公司,出演
约翰·拉岑贝格,头脑特工队,出演
约翰·诺贝尔,指环王3：王者无敌,出演
约翰·诺贝尔,指环王2：双塔奇兵,出演
劳恩·迪恩,千钧一发,出演
伊斯顿·盖奇,海上钢琴师,出演
布罗娜·加拉赫,低俗小说,出演
葛蕾·贝拉玛西娜,哈利·波特与火焰杯,出演
海伦娜·伯翰·卡特,搏击俱乐部,出演
海伦娜·伯翰·卡特,哈利·波特与死亡圣器(下),出演
海伦娜·伯翰·卡特,大鱼,出演
杰森·布莱尔,爆裂鼓手,出演
杰拉德·加纳,幸福终点站,出演
安德烈提多娜,美丽人生,出演
李子雄,英雄本色,出演
凯文·斯科特,黑客帝国2：重装上阵,出演
杰夫·皮金,机器人总动员,出演
史蒂芬·朗,阿凡达,出演
博纳德·福克斯,泰坦尼克号,出演
ChickCollins,雨中曲,出演
顾锦华,花样年华,出演
布拉德·阿布瑞尔,网络谜踪,出演
科莱特·沃夫,星际穿越,出演
艾米·瓦尔兹,美丽心灵,出演
邵胜杰,心迷宫,出演
穆琳·利普曼,钢琴家,出演
张敏,九品芝麻官,出演
伊万·斯图尔特,泰坦尼克号,出演
陈强,鬼子来了,出演
斯蒂夫·扎恩,达拉斯买家俱乐部,出演
ClaudioManiscalco,谍影重重2,出演
亚历山德拉·拉帕波特,狩猎,出演
堺左千夫,七武士,出演
悠木碧,你的名字。,出演
鲍皓昕,末代皇帝,出演
TabethaThomas,剪刀手爱德华,出演
特里·刘易斯,再次出发之纽约遇见你,出演
林孟瑾,一一,出演
DirkSchoedon,谍影重重2,出演
杰西卡·凯特·梅耶尔,钢琴家,出演
A.CameronGrant,雨中曲,出演
山德·贝克利,终结者2：审判日,出演
山德·贝克利,千钧一发,出演
迈克尔·艾伦·米利甘,三块广告牌,出演
井川比佐志,忠犬八公物语,出演
玛格特·罗比,时空恋旅人,出演
凯撒·博尔东,荒蛮故事,出演
克莱尔·莫里耶,天使爱美丽,出演
薛景求,素媛,出演
唐如韫,一一,出演
摩根·弗里曼,肖申克的救赎,出演
摩根·弗里曼,蝙蝠侠：黑暗骑士,出演
摩根·弗里曼,七宗罪,出演
摩根·弗里曼,蝙蝠侠：黑暗骑士崛起,出演
摩根·弗里曼,遗愿清单,出演
冯·刘易斯,绿皮书,出演
沈慧芬,霸王别姬,出演
GinaGallagher,剪刀手爱德华,出演
科尔·豪瑟,心灵捕手,出演
许敬民,饮食男女,出演
杰弗里·塞尔,音乐之声,出演
伯纳德·希尔,泰坦尼克号,出演
伯纳德·希尔,指环王3：王者无敌,出演
伯纳德·希尔,指环王2：双塔奇兵,出演
弗兰克·德安布罗西奥,教父3,出演
米兰达·理查森,哈利·波特与火焰杯,出演
詹姆斯·麦斯登,恋恋笔记本,出演
朱约信,大佛普拉斯,出演
兰德尔·威廉·库克,指环王1：魔戒再现,出演
尤娜·奥康纳,控方证人,出演
斯科特·肖,终结者2：审判日,出演
金甫美,阳光姐妹淘,出演
马克·多兹劳,奇迹男孩,出演
梅森·甘布,千钧一发,出演
罗尔夫·萨克森,拯救大兵瑞恩,出演
高堂国典,七武士,出演
基斯·斯扎拉巴基克,蝙蝠侠：黑暗骑士,出演
基斯·斯扎拉巴基克,完美的世界,出演
伯纳德·赛尔,音乐之声,出演
杰西·詹姆斯,蝴蝶效应,出演
杨恭如,甜蜜蜜,出演
梅尔·吉布森,勇敢的心,出演
Kt·巴达萨罗,海边的曼彻斯特,出演
乌比·戈德堡,狮子王,出演
尼古拉斯·哈蒙德,音乐之声,出演
茱莉亚·蕾娜,钢琴家,出演
琼·库萨克,玩具总动员3,出演
杰克·富尔顿,房间,出演
哈亚提·阿克巴斯,幸福终点站,出演
瑞安·柯尔,血战钢锯岭,出演
中村正,穿越时空的少女,出演
夏木真理,千与千寻,出演
理查·布莱恩特,美丽心灵,出演
劳伦斯·斯佩尔曼,头号玩家,出演
森口瑶子,小偷家族,出演
乔纳森·海德,泰坦尼克号,出演
亚当·诺威尔,模仿游戏,出演
诺玛·威登,控方证人,出演
诺玛·威登,音乐之声,出演
诺玛·威登,魂断蓝桥,出演
凯特·宾汉,黑客帝国3：矩阵革命,出演
朱莉娅·罗伯茨,奇迹男孩,出演
钟镇涛,射雕英雄传之东成西就,出演
罗里·奥谢,房间,出演
碧翠斯·马科拉,辛德勒的名单,出演
本尼托·马丁内斯,电锯惊魂,出演
塞伊拉·沃西,摔跤吧！爸爸,出演
卡罗丽娜·维拉·斯克利亚,香水,出演
平坦,心迷宫,出演
黄一山,唐伯虎点秋香,出演
黄一山,九品芝麻官,出演
宣萱,唐伯虎点秋香,出演
萨米·盖尔,超脱,出演
张建军,心迷宫,出演
玛丽·马凯,虎口脱险,出演
克里斯汀娜·安娜波,黑天鹅,出演
亚历克斯·马努吉安,彗星来的那一夜,出演
埃文·威尔什,猜火车,出演
基根·麦金托什,燃情岁月,出演
罗伯特·肖恩·莱纳德,死亡诗社,出演
夏恩·希尔,断背山,出演
贾梅尔·杜布兹,天使爱美丽,出演
玛德琳·卡罗尔,怦然心动,出演
迈克尔·斯托扬诺夫,蝙蝠侠：黑暗骑士,出演
凯文·艾伦,猜火车,出演
松冈茉优,小森林,出演
松冈茉优,小森林,出演
松冈茉优,小偷家族,出演
梅丽莎·迪斯尼,网络谜踪,出演
吉尼瓦·塔瓦尔,贫民窟的百万富翁,出演
马修·C·马蒂诺,时空恋旅人,出演
罗伯特·拉萨多,这个杀手不太冷,出演
德沃恩·尼克森,终结者2：审判日,出演
莎拉·威多斯,蝴蝶效应,出演
理查德·坎贝尔,模仿游戏,出演
罗素·克劳,美丽心灵,出演
克里斯蒂娜·亨德里克斯,超脱,出演
董飞,活着,出演
托尼·雷沃罗利,布达佩斯大饭店,出演
罗南·鲁宾斯坦,超脱,出演
瓦莱丽亚·戈利诺,雨人,出演
全慧珍,恐怖直播,出演
陈捷文,饮食男女,出演
金贤秀,熔炉,出演
约翰·弗劳思,玛丽和马克思,出演
阿德沃尔·阿吉纽依-艾格拜吉,谍影重重,出演
约翰·库萨克,致命ID,出演
让·雷诺,这个杀手不太冷,出演
皮埃尔·鲁塞尔,虎口脱险,出演
阿尔弗雷德·希区柯克,惊魂记,出演
杰瑞米·戴维斯,拯救大兵瑞恩,出演
奥玛·杜姆,无耻混蛋,出演
德尔罗伊·林多,飞屋环游记,出演
罗伯塔·马克斯韦尔,断背山,出演
清水萌萌子,无人知晓,出演
艾瑞克·巴纳,玛丽和马克思,出演
艾瑞克·巴纳,黑鹰坠落,出演
阿德里安·罗林斯,哈利·波特与火焰杯,出演
杰里米·利里,飞屋环游记,出演
纳吉·杰特,奇迹男孩,出演
裘德·洛,布达佩斯大饭店,出演
裘德·洛,人工智能,出演
裘德·洛,千钧一发,出演
约翰·奥特曼,波西米亚狂想曲,出演
菅谷政子,风之谷,出演
皮埃尔·巴斯蒂安,虎口脱险,出演
弗朗西斯·德塞尔斯,惊魂记,出演
李在应,杀人回忆,出演
爱德华·阿斯纳,飞屋环游记,出演
DonStanton,终结者2：审判日,出演
林子善,喜剧之王,出演
林子善,功夫,出演
赖因哈德·科尔德霍夫,虎口脱险,出演
凯文·韦斯曼,怦然心动,出演
詹妮弗·李·杰克逊,再次出发之纽约遇见你,出演
马可·贾利尼,完美陌生人,出演
布鲁诺·冈茨,海蒂和爷爷,出演
黛安·韦斯特,剪刀手爱德华,出演
黛安·韦斯特,我是山姆,出演
弗兰西丝·费舍,泰坦尼克号,出演
罗谢尔·奥利弗,闻香识女人,出演
迈克尔·维约,蝙蝠侠：黑暗骑士,出演
饭冢雅弓,侧耳倾听,出演
梅·维贾,小萝莉的猴神大叔,出演
艾尔·麦金农,奇迹男孩,出演
弗兰克·西维罗,教父2,出演
薛芷伦,倩女幽魂,出演
夏恩·帕特洛,绿皮书,出演
童自荣,天书奇谭,出演
托马斯·克莱舒曼,钢琴家,出演
W·本森·泰瑞,阿甘正传,出演
乔治·汉密尔顿,教父3,出演
金子,心迷宫,出演
查得·R·戴维斯,幸福终点站,出演
卡斯图罗·格雷拉,终结者2：审判日,出演
西德尼·拉斯克,飞越疯人院,出演
姜宏波,鬼子来了,出演
罗根·勒曼,蝴蝶效应,出演
迈克尔·斯图巴,请以你的名字呼唤我,出演
徐杰,霸王别姬,出演
安德鲁·凯文·沃克,七宗罪,出演
梅内卡·达斯,波西米亚狂想曲,出演
F·默里·亚伯拉罕,布达佩斯大饭店,出演
伊扎贝拉·维多维奇,奇迹男孩,出演
代尔·戴,拯救大兵瑞恩,出演
兰斯·富勒,雨中曲,出演
利亚姆·迪金森,星际穿越,出演
利亚姆·迪金森,奇迹男孩,出演
山口朱美,萤火虫之墓,出演
布丽·拉尔森,房间,出演
肖恩·史密斯,谍影重重2,出演
波林·林奇,猜火车,出演
周嘉玲,重庆森林,出演
PaulPoet,爱在黎明破晓前,出演
宝拉·佩尔,头脑特工队,出演
罗夫·拉斯加德,一个叫欧维的男人决定去死,出演
萨瓦特利·卡西欧,天堂电影院,出演
克里斯·马尔基,爆裂鼓手,出演
范·迪塞尔,拯救大兵瑞恩,出演
伊利亚·沃里克,本杰明·巴顿奇事,出演
杰夫·格尔林,机器人总动员,出演
孙黎,心迷宫,出演
吴宇森,英雄本色,出演
保罗·贝坦尼,美丽心灵,出演
萨尔曼·汗,小萝莉的猴神大叔,出演
大卫·詹森,本杰明·巴顿奇事,出演
玛吉·吉伦哈尔,蝙蝠侠：黑暗骑士,出演
马丁·哈伯,拯救大兵瑞恩,出演
埃利亚斯·库利,何以为家,出演
皮尔斯·布鲁斯南,海洋,出演
耐德·巴拉米,肖申克的救赎,出演
耐德·巴拉米,电锯惊魂,出演
王玨,饮食男女,出演
约瑟夫·约翰·谢尔勒,网络谜踪,出演
卡拉·奥奇格罗索,美丽心灵,出演
凯斯·索西,疯狂动物城,出演
小岛可奈子,菊次郎的夏天,出演
芦田爱菜,告白,出演
汤姆·汉克斯,阿甘正传,出演
汤姆·汉克斯,猫鼠游戏,出演
汤姆·汉克斯,拯救大兵瑞恩,出演
汤姆·汉克斯,幸福终点站,出演
汤姆·汉克斯,玩具总动员3,出演
汤姆·汉克斯,绿里奇迹,出演
孙渝烽,天书奇谭,出演
格雷格·福西特,燃情岁月,出演
费拉斯·迪拉尼,血战钢锯岭,出演
弗兰克·莫兰,摩登时代,出演
佐伊·贝尔,被解救的姜戈,出演
詹姆斯·诺斯科特,模仿游戏,出演
山本圭子,穿越时空的少女,出演
鲍伯·伯根,机器人总动员,出演
亨利·基,末代皇帝,出演
井田国男,你看起来好像很好吃,出演
尼古拉斯·布兰登,彗星来的那一夜,出演
莎拉·弗里斯蒂,香水,出演
安德莉亚·埃克特,爱在黎明破晓前,出演
兰迪·奎德,断背山,出演
梁家辉,射雕英雄传之东成西就,出演
梁家辉,东邪西毒,出演
梁家辉,新龙门客栈,出演
华森·波克彭,初恋这件小事,出演
迪娜·迈耶,电锯惊魂,出演
迈克尔·阿伯特,美丽心灵,出演
克里斯托弗·琼斯,阿甘正传,出演
特德·丹森,拯救大兵瑞恩,出演
赫尔穆特·巴凯蒂斯,黑客帝国3：矩阵革命,出演
赫尔穆特·巴凯蒂斯,黑客帝国2：重装上阵,出演
盖奇·比尔托福,网络谜踪,出演
杰克·吉伦哈尔,断背山,出演
杰克·吉伦哈尔,源代码,出演
理查德·布赖特,教父2,出演
理查德·布赖特,美国往事,出演
理查德·布赖特,教父3,出演
张洋洋,一一,出演
埃里克·德斯玛莱茨,放牛班的春天,出演
唐·诺韦洛,教父3,出演
詹姆斯·休斯,奇迹男孩,出演
海利·乔·奥斯蒙,阿甘正传,出演
海利·乔·奥斯蒙,第六感,出演
海利·乔·奥斯蒙,人工智能,出演
伊嘉·比肯费尔德,窃听风暴,出演
梁家仁,唐伯虎点秋香,出演
本·门德尔森,蝙蝠侠：黑暗骑士崛起,出演
本·门德尔森,头号玩家,出演
麦人,风之谷,出演
周韵,让子弹飞,出演
露口茂,侧耳倾听,出演
汤姆·埃沃雷特,本杰明·巴顿奇事,出演
FrankMitchell,魂断蓝桥,出演
内森奈尔·布佐里克,血战钢锯岭,出演
大卫·沃尔,拯救大兵瑞恩,出演
克里斯托弗·卡比,黑客帝国3：矩阵革命,出演
克里斯托弗·卡比,黑客帝国2：重装上阵,出演
米西·派勒,消失的爱人,出演
米西·派勒,大鱼,出演
汉克·曼,摩登时代,出演
奥斯卡·马丁内兹,荒蛮故事,出演
马特·史密斯,闻香识女人,出演
曾志伟,无间道,出演
曾志伟,甜蜜蜜,出演
曾志伟,无间道2,出演
汉斯·迈尔,虎口脱险,出演
大卫·鲍伊,致命魔术,出演
海伦·麦克洛瑞,哈利·波特与死亡圣器(下),出演
铃木亮平,海街日记,出演
吉塔·施维赫夫,窃听风暴,出演
蒂丝卡·乔普拉,地球上的星星,出演
Mandy-RaeCruikshank,海豚湾,出演
祖萨·霍尔,穿条纹睡衣的男孩,出演
艾瑞克·布里登,泰坦尼克号,出演
杰米·谢尔丹,聚焦,出演
库尔特·莱特纳,死亡诗社,出演
西村知道,魔女宅急便,出演
文森特·普莱斯,剪刀手爱德华,出演
张翰,牯岭街少年杀人事件,出演
克里斯蒂安娜·保罗,浪潮,出演
CharlesHambleton,海豚湾,出演
努尔·艾尔·侯赛尼,何以为家,出演
温迪·李,爆裂鼓手,出演
贝弗利·陶德,遗愿清单,出演
北野诚,未麻的部屋,出演
威廉·赫特,人工智能,出演
迪恩·诺里斯,终结者2：审判日,出演
迪恩·诺里斯,千钧一发,出演
ManoloGarcia,海洋,出演
约翰尼·李·米勒,猜火车,出演
沃克马·克莱纳特,窃听风暴,出演
纳许·埃哲顿,黑客帝国,出演
纳许·埃哲顿,黑客帝国2：重装上阵,出演
克塞尼亚·索罗,黑天鹅,出演
简妮·布鲁克,千钧一发,出演
德怀特·马费尔德,飞越疯人院,出演
宫藤官九郎,被嫌弃的松子的一生,出演
罗宾·威廉姆斯,死亡诗社,出演
罗宾·威廉姆斯,心灵捕手,出演
朱宝意,英雄本色,出演
GeorgeMarshallRuge,千钧一发,出演
诺特·阿查拉那·阿瑞亚卫考,初恋这件小事,出演
玛拉雅·瑞沃拉·德鲁,三块广告牌,出演
多姆纳尔·格里森,哈利·波特与死亡圣器(下),出演
多姆纳尔·格里森,时空恋旅人,出演
西尔维亚·米纳西安,网络谜踪,出演
TexRubinowitz,爱在黎明破晓前,出演
丹·陈,美丽心灵,出演
本尼迪克特·康伯巴奇,模仿游戏,出演
柳叶敏郎,忠犬八公物语,出演
小亮哥,大佛普拉斯,出演
代少波,阳光灿烂的日子,出演
凯文·兰金,达拉斯买家俱乐部,出演
哈珀·弗莱厄蒂,惊魂记,出演
伊俄涅·M·特雷奇,阿甘正传,出演
法缇玛·萨那·纱卡,摔跤吧！爸爸,出演
西奥·格林利,人工智能,出演
斯特兰·斯卡斯加德,心灵捕手,出演
辻亲八,萤火之森,出演
辻亲八,未麻的部屋,出演
辻亲八,魔女宅急便,出演
稻垣三郎,七武士,出演
安东尼雷派克,黑客帝国,出演
乔什·平茨,蝙蝠侠：黑暗骑士崛起,出演
乔·曼特纳,教父3,出演
拉尔夫·伊内森,头号玩家,出演
布莱恩·科兰斯顿,拯救大兵瑞恩,出演
布莱恩·科兰斯顿,超脱,出演
约翰·齐甘,机器人总动员,出演
约翰·齐甘,头脑特工队,出演
KenGibbel,终结者2：审判日,出演
安娜·申茨,海蒂和爷爷,出演
史蒂夫·维拉,黑客帝国2：重装上阵,出演
休·丹西,黑鹰坠落,出演
约翰·霍奇,猜火车,出演
雅尼斯·帕帕多普洛斯,爱在午夜降临前,出演
蕾乐蒂·库马洛,卢旺达饭店,出演
哈罗德·佩里诺,黑客帝国3：矩阵革命,出演
哈罗德·佩里诺,黑客帝国2：重装上阵,出演
王力宏,色，戒,出演
HendrikArnst,朗读者,出演
KirkKrack,海豚湾,出演
阿德南·萨米,小萝莉的猴神大叔,出演
花泽香菜,你的名字。,出演
杰拉·哈斯,海蒂和爷爷,出演
蒂莫西·斯波,哈利·波特与死亡圣器(下),出演
蒂莫西·斯波,哈利·波特与阿兹卡班的囚徒,出演
蒂莫西·斯波,哈利·波特与火焰杯,出演
WyndhamStanding,魂断蓝桥,出演
詹姆斯·兰开斯特,泰坦尼克号,出演
水谷优子,龙猫,出演
希斯·莱杰,蝙蝠侠：黑暗骑士,出演
希斯·莱杰,断背山,出演
玛姬·尼克松,绿皮书,出演
小室正幸,你看起来好像很好吃,出演
水源士郎,盗梦空间,出演
拉兹·阿隆索,阿凡达,出演
陈冲,末代皇帝,出演
陈冲,色，戒,出演
吉姆·瓦德,机器人总动员,出演
雅各布·马琛茨,浪潮,出演
克里斯托弗·邓汉,禁闭岛,出演
王佳佳,我不是药神,出演
PaulNorell,指环王3：王者无敌,出演
脱线,大佛普拉斯,出演
芭芭拉·欧内尔,乱世佳人,出演
海顿·潘妮蒂尔,海豚湾,出演
槐柳二,天空之城,出演
槐柳二,东京教父,出演
杰森·麦克奎尔,阿甘正传,出演
玛丽·梅伦,海边的曼彻斯特,出演
三吉彩花,告白,出演
罗伯特·卡普荣,忠犬八公的故事,出演
伊丽莎白·汉克斯,阿甘正传,出演
蒂娜·斯隆,黑天鹅,出演
大卫·富兰克林,黑客帝国2：重装上阵,出演
伊丽莎白·麦戈文,美国往事,出演
乔·大卫·摩尔,阿凡达,出演
朱利亚娜·洛约迪切,美丽人生,出演
吕菲斯,天使爱美丽,出演
凯文·韦斯特,当幸福来敲门,出演
帕特·威尔士,魂断蓝桥,出演
丹·芬纳蒂,幸福终点站,出演
庄域飞,岁月神偷,出演
芭芭拉·赫希,黑天鹅,出演
陈莲梅,鬼子来了,出演
格拉汉姆·贝克尔,断背山,出演
克里斯托弗·马西,玛丽和马克思,出演
原沙知绘,穿越时空的少女,出演
藤原龙也,借东西的小人阿莉埃蒂,出演
山寺宏一,红辣椒,出演
山寺宏一,魔女宅急便,出演
山寺宏一,东京教父,出演
安东尼·冈萨雷斯,寻梦环游记,出演
芝原智矢子,东京教父,出演
廖爱玲,岁月神偷,出演
史蒂夫·布西密,大鱼,出演
史蒂夫·布西密,怪兽电力公司,出演
朴海日,杀人回忆,出演
克里斯·考林,模仿游戏,出演
比利·赞恩,泰坦尼克号,出演
安娜·福列塔,完美陌生人,出演
沃尔特·培根,惊魂记,出演
詹姆斯·塞托,少年派的奇幻漂流,出演
皮特·麦克罗比,断背山,出演
YevgeniSitokhin,谍影重重2,出演
AmerigoTot,教父2,出演
八奈见乘儿,风之谷,出演
塞西尔·雷诺兹,摩登时代,出演
原节子,东京物语,出演
宫泽理惠,海洋,出演
莱斯利·霍华德,乱世佳人,出演
所乔治,崖上的波妞,出演
特里斯坦·马丁,追随,出演
高登·图托西斯,燃情岁月,出演
大卫·彭德尔顿,再次出发之纽约遇见你,出演
朱茵,大话西游之大圣娶亲,出演
朱茵,大话西游之月光宝盒,出演
唐纳德·萨瑟兰,傲慢与偏见,出演
威尔弗雷德·卢卡斯,摩登时代,出演
威尔弗雷德·卢卡斯,魂断蓝桥,出演
乔纳森·哈根森,上帝之城,出演
埃弗雷特·布朗,乱世佳人,出演
希尔德加德·斯罗德,窃听风暴,出演
特里-托马斯,虎口脱险,出演
迪普·罗伊,大鱼,出演
奥利维亚·库克,头号玩家,出演
西恩·托马斯,香水,出演
华金·菲尼克斯,卢旺达饭店,出演
路德韦格·布洛克伯格,窃听风暴,出演
拉法埃拉·莱博罗尼,美丽人生,出演
迪尔克·范登贝格,美丽人生,出演
拉尔夫·罗德里格斯,超脱,出演
方化,阳光灿烂的日子,出演
帕诺斯·科罗尼斯,爱在午夜降临前,出演
尼古拉斯·卡斯柯恩,泰坦尼克号,出演
FilomenaSpagnuolo,教父2,出演
杰伊·巴鲁切尔,驯龙高手,出演
迈克·巴特斯,电锯惊魂,出演
帕特里夏·希区柯克,惊魂记,出演
太田真一郎,红辣椒,出演
拉塞尔·布兰德,神偷奶爸,出演
